station,sample_date,sample_time,water_temperature,number_of_submerged_panels,reset_restart_comp,weather,stream_gauge,turbidity,battery_voltage,dissolved_oxygen,velocity_upstream,velocity_downstream,conductivity,solar_voltage,fyke_closed,fyke_open,downstream_livebox_installed,vaki,barrels,crew_initials,comments1,trap_closed,trap_open,trapping
NA,2022-10-09,08:00:00,63.8,0,08:12:00,clr,1.7,1.49,25.28/12.23,8.44,2.8,0.2,59.3,2.0/0.8,08:06:00,08:13:00,yes,yes,no,NA,pit tag reader ok; back up camera ok,NA,NA,no
NA,2022-10-10,08:30:00,63.6,0,08:30:00,clr,1.72,1.77,12.24/26.50,8.52,2.1,0.5,57.7,1.9/4.4,08:26:00,08:31:00,yes,yes,no,NA,back up camera ok,NA,NA,no
NA,2022-10-11,08:30:00,63.1,0,08:39:00,clr,1.7,1.04,26.9,8.61,2.9,0.9,60.3,0.3,08:33:00,08:43:00,yes,yes,no,NA,pit tag reader ok; back up camera ok,NA,NA,no
NA,2022-10-12,09:45:00,63,0,09:47:00,clr,1.74,1.52,28.28,9.19,2.8,0.2,55.4,12.8,09:43:00,09:50:00,yes,yes,no,NA,installed barrels,NA,NA,no
NA,2022-10-12,11:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,installed fyke @ 11:30,NA,NA,no
NA,2022-10-12,20:30:00,NA,NA,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,NA,yes,NA,weir cleaned at 2045,NA,NA,no
NA,2022-10-13,09:00:00,61.1,8,09:10:00,clr,2.52,2.29,27.21,9.13,2.1,NA,68.4,0.2,09:00:00,09:15:00,no,yes,yes,NA,remove fyke inside of livebox and removed bars on the south side of the trapping box,NA,NA,no
NA,2022-10-13,19:00:00,62.4,0,NA,nit,3.12,6.35,NA,9.96,3.3,NA,66.1,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-13,23:30:00,NA,0,NA,nit,3.22,NA,25.32/12.17,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,vaki disconnected at 23:24pm; would not reconnect.,NA,NA,no
NA,2022-10-14,10:30:00,60.1,10,10:35:00,clr,3.34,2.29,29.22,9.6,1.7,NA,68.3,9.6,10:31:00,10:40:00,no,yes,yes,NA,vaki reconnected around 09:30am; no backup footage saved.,NA,NA,no
NA,2022-10-14,15:30:00,NA,5,NA,clr,3.74,NA,26.49,9.2,NA,NA,NA,n/a,NA,NA,NA,NA,NA,NA,NA,NA,NA,no
NA,2022-10-14,18:30:00,NA,29,NA,nit,4,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,yes,yes,NA,large amounts of elodea floating down river; cleaned weir every 2 hrs until 0630,NA,NA,no
NA,2022-10-15,09:30:00,59.3,5,09:40:00,clr,4.4,1.87,27.93,9.52,2.1,NA,63.1,n/a,09:35:00,09:45:00,no,yes,yes,NA,cleaned weir at @ 11am; stream guage 4.42,NA,NA,no
NA,2022-10-15,19:00:00,NA,18,NA,nit,4.4,NA,25.45/12.32,NA,NA,NA,NA,0,NA,NA,no,yes,yes,NA,cleaned weir every two hrs unitl 0600,NA,NA,no
NA,2022-10-16,09:30:00,59.4,0,09:34:00,cld,4.42,4.59,27.07,9.57,1.7,NA,61.2,0.1,09:28:00,09:40:00,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-16,18:00:00,59.5,0,NA,nit,4,2.83,25.25/11.97,9.75,1.9,NA,52.5,n/a,NA,NA,no,yes,yes,NA,cleaned weir every 3  hrs unitl 0600,NA,NA,no
NA,2022-10-17,08:30:00,58.8,0,08:40:00,clr,3.56,1.85,25.97/12.01,9.73,1.9,NA,62.4,0.1,08:30:00,08:35:00,no,yes,yes,NA,replaced hard drive,NA,NA,no
NA,2022-10-17,19:00:00,61.7,0,NA,nit,2.78,2.53,25.50/12.25,10.09,NA,NA,61.5,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-18,08:45:00,59.6,0,09:03:00,cld,2.35,3.21,25.39,9.29,2.5,1.5,62.9,1.6/1.8,08:43:00,09:05:00,no,yes,yes,NA,backup camera ok; pit tag reader ok. side of passage open. stream gauge @ 3.41.,NA,NA,no
NA,2022-10-19,08:45:00,60.1,0,08:54:00,clr,2.17,2.89,26.68,9.48,3.3,2.3,67.6,3.9/1.7,08:48:00,08:56:00,no,yes,yes,NA,backup camera not plugged in on arrival; connected at 9am; pit tag reader ok,NA,NA,no
NA,2022-10-18,16:00:00,NA,NA,NA,cld,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,yes,yes,NA,cleaned weir,NA,NA,no
NA,2022-10-19,19:15:00,63.8,0,NA,nit,2.64,4.05,25.46/12.17,9.95,NA,NA,66.2,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-19,13:30:00,NA,NA,NA,clr,2.2,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,yes,yes,NA,cleaned weir,NA,NA,no
NA,2022-10-20,08:45:00,60.1,0,08:52:00,clr,2.98,3.04,26.67,9.61,2.3,NA,67.5,3.6,08:47:00,08:55:00,no,yes,yes,NA,upstream pipe spilling,NA,NA,no
NA,2022-10-20,18:30:00,62.1,0,NA,nit,3.4,6.05,12.33/25.44,10.22,NA,NA,70.5,0,NA,NA,no,yes,yes,NA,cleaned weir at 1830 and 0230,NA,NA,no
NA,2022-10-21,08:30:00,59.5,0,08:37:00,clr,3.46,3.12,25.95,9.58,2.1,NA,59.3,2.9,08:32:00,08:40:00,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-21,18:30:00,60.1,0,NA,nit,4.36,NA,12.24/25.16,9.59,NA,NA,61,n/a,NA,NA,no,yes,yes,NA,cleaned weir at 0000 and 0500 - stream gauge @ 4.6,NA,NA,no
NA,2022-10-22,08:00:00,59.7,0,12:00:00,cld,4.52,1.78,25.17,9.63,2.3,NA,59.8,0.6,08:30:00,12:30:00,no,yes,yes,NA,connection issue; but connection was restored,NA,NA,no
NA,2022-10-22,18:30:00,58.3,0,NA,nit,4.6,4.19,25.01/12.00,9.78,NA,NA,60.6,n/a,NA,NA,no,yes,yes,NA,cleaned every 4 hours,NA,NA,no
NA,2022-10-23,08:15:00,57.7,0,08:37:00,clr,4.55,4.06,26.07,9.78,2.3,NA,59.5,4.4,08:29:00,08:55:00,no,yes,yes,NA,vaki connected upon arrival. unable to get vaki computer to connect; tried restarting still not connecting. backup camera is on and recording,NA,NA,no
NA,2022-10-23,16:00:00,NA,0,NA,clr,4.22,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,no,yes,NA,vaki still not connecting; monitored weir 0800-1600,NA,NA,no
NA,2022-10-23,18:30:00,58.7,0,NA,nit,4.1,2.6,12.25/25.55,10.46,NA,NA,68,n/a,NA,NA,no,no,yes,NA,vaki not connected upon arrival. backup camera battery bank running low; recharged with generator from 2030 to 0000. last weir clean @ 2300,NA,NA,no
NA,2022-10-24,09:00:00,56.1,0,NA,clr,3.72,2.33,12.06/27.23,10.12,2.8,NA,64.8,4.7/5.8,NA,NA,no,no,yes,NA,backup camera ok. vaki reconnected @ 1026,NA,NA,no
NA,2022-10-25,08:30:00,55.9,0,09:30:00,clr,2.4,5.6,26.13,9.88,2.6,2.8,69.5,0.0/3.9,08:40:00,09:40:00,no,no,yes,NA,beaver cuts vaki cable @ 10:40 pm; backup camera dies @ 3:12 am 10/25. pit tag reader ok; no 10/24 vaki file.,NA,NA,no
NA,2022-10-26,08:15:00,56.4,0,08:32:00,clr,2.1,2.14,25.13,9.85,3.3,2.1,71,0.9/0.7,08:28:00,08:38:00,no,yes,yes,NA,backup camera ok; pit tag reader ok,NA,NA,no
NA,2022-10-26,19:00:00,58.9,0,NA,nit,2.5,3.4,12.39/25.47,10.66,NA,NA,70.9,n/a,NA,NA,no,yes,yes,NA,backup camera connected,NA,NA,no
NA,2022-10-27,08:45:00,55.7,0,09:18:00,clr,2.8,2.45,12.43/27.44,10.08,2.1,NA,62.8,5.4/6.5,09:10:00,09:21:00,no,yes,yes,NA,backup camera ok; pit tag reader ok,NA,NA,no
NA,2022-10-27,18:45:00,57.7,0,NA,nit,3.22,2.1,25.47/12.51,10.72,NA,NA,64.4,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-28,08:00:00,56.2,0,08:25:00,clr,3.32,1.76,25,10.02,2.5,NA,71,0.4,08:00:00,08:25:00,no,yes,yes,NA,backup camera ok; pit tag reader ok; upstream pipe spilling,NA,NA,no
NA,2022-10-28,19:00:00,57.7,0,NA,nit,4.14,3.53,25.49/12.48,10.74,NA,NA,63.8,n/a,NA,NA,no,yes,yes,NA,cleaned weir at 1900;0100;0500,NA,NA,no
NA,2022-10-29,07:45:00,57,0,07:57:00,clr,4.38,1.9,25.13,10.02,2.5,4.1,67.1,0.2,07:50:00,07:57:00,no,yes,yes,NA,cleaned weir at 1045;1530,NA,NA,no
NA,2022-10-29,19:30:00,58.2,0,NA,nit,3.94,3.44,25.48/12.55,10.55,NA,NA,62.6,n/a,NA,NA,no,yes,yes,NA,cleaned weir at 2000; 0500,NA,NA,no
NA,2022-10-30,08:15:00,56.4,0,08:32:00,clr,3.86,4.55,NA,10.13,2.5,3.6,61.5,n/a,08:26:00,08:34:00,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-30,19:00:00,58.3,0,NA,nit,3.42,4.66,25.49/12.66,10.66,NA,NA,64,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,no
NA,2022-10-31,09:00:00,57.2,0,10:45:00,cld,3.24,1.75,27.52/12.94,10.04,2.5,NA,65.1,5.5/6.6,10:40:00,10:45:00,no,yes,yes,NA,backup camera ok; pit tag reader ok,NA,NA,yes
NA,2022-11-01,09:00:00,56.2,0,09:40:00,cld,2.25,4.81,26.33,9.79,2.3,0.8,65.9,2.5,NA,NA,no,yes,yes,NA,last trap check at 1200; no fish,09:30:00,NA,yes
NA,2022-11-01,16:15:00,57.7,0,NA,clr,2.25,2.06,26.17/12.97,10.59,2.7,NA,69.5,.6/6.8,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-02,03:45:00,NA,0,NA,nit/ran,1.85,NA,NA,NA,NA,NA,NA,n/a,03:48:00,04:30:00,no,yes,yes,NA,checked trap @ 4:00; 6:45,NA,NA,yes
NA,2022-11-02,08:45:00,55.1,0,08:56:00,clr,1.87,4.33,26.8,9.34,3.3,2.1,71.8,5.3/1.8,08:50:00,09:36:00,no,yes,yes,NA,backup camera ok; pit tag reader ok; last trap check at 12:00,NA,NA,yes
NA,2022-11-02,16:15:00,56.6,0,NA,clr,1.76,2.12,12.55,10.97,3,0.2,70.1,.5/.6,NA,NA,no,yes,yes,NA,installed plastic fingers on first fyke,NA,NA,yes
NA,2022-11-02,20:15:00,NA,0,NA,nit,1.76,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-03,00:00:00,NA,0,NA,nit,1.76,NA,NA,NA,NA,NA,NA,n/a,NA,NA,no,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-03,04:00:00,NA,0,NA,nit,1.74,NA,NA,NA,NA,NA,NA,n/a,04:00:00,04:10:00,no,yes,yes,NA,NA,NA,NA,no
NA,2022-11-03,07:15:00,53.6,0,07:30:00,clr,1.74,2.3,25.1,9.73,2.9,0.2,77.1,0.0/1.7,07:21:00,07:33:00,no,yes,yes,NA,backup camera ok; pit tag reader ok,NA,07:43:00,yes
NA,2022-11-04,08:15:00,52.7,0,08:50:00,clr,1.72,1.66,26.36,10.35,1.3,0.4,68.3,0,08:45:00,08:52:00,yes,yes,yes,NA,installed downstream live box,08:15:00,NA,yes
NA,2022-11-04,12:00:00,NA,0,NA,cld,1.72,NA,NA,NA,NA,NA,NA,n/a,12:00:00,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-04,16:00:00,55,0,NA,clr,1.73,1.02,12.7/25.71,11.83,1.4,NA,75.4,.3/.1,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-04,20:00:00,NA,0,NA,nit,1.73,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-05,00:00:00,NA,0,NA,nit,1.73,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-05,07:45:00,52.9,0,07:50:00,cld,1.71,0.84,25.12,10.52,1.5,0.2,85.9,0.0/1.7,07:47:00,07:53:00,yes,yes,yes,NA,backup camera ok; pit tag reader ok,NA,NA,yes
NA,2022-11-05,03:30:00,NA,NA,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,03:54:00,04:16:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-05,11:30:00,NA,NA,NA,clr,1.71,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,check trap and weir for fish,NA,NA,yes
NA,2022-11-05,16:00:00,55.4,0,NA,cld,1.72,1.22,25.87/12.53,11.67,NA,NA,72.1,.6/.6,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-05,19:00:00,NA,NA,NA,nit,1.72,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-05,22:00:00,NA,NA,NA,nit,1.72,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-06,01:00:00,NA,NA,NA,nit,1.7,NA,25.39/12.22,NA,NA,NA,NA,0/0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-06,04:00:00,NA,NA,NA,nit,1.71,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,clock on vaki adjusted for day light savings,NA,NA,no
NA,2022-11-06,07:15:00,55.9,0,NA,cld,1.71,0.69,25.12,9.9,2.5,0,68,0.3,07:20:00,07:26:00,yes,yes,yes,NA,solar batteries have a yellow/red light indicating low reserve; smolt spy 12.15 volts,NA,08:00:00,yes
NA,2022-11-07,10:00:00,56.3,0,10:38:00,cld,1.73,1.96,27.26/12.61,10,1.5,0.3,67.9,6.1/4.9,NA,NA,yes,yes,yes,NA,two non-vaki passages observed - two chn (male and female) went through primary rigid fyke; installed plastic mesh to prevent any further non-vaki passages,08:20:00,NA,yes
NA,2022-11-07,12:00:00,NA,0,NA,cld,1.73,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-07,16:00:00,57.1,0,NA,cld,1.75,1.49,25.63/12.44,11.04,1.3,0.2,80.6,0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-07,20:00:00,NA,NA,NA,nit,1.76,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,00:00:00,NA,NA,NA,nit,1.76,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,04:00:00,56.8,0,NA,nit,1.78,NA,NA,9.52,1.6,0.4,71.6,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,08:00:00,NA,0,NA,ran,1.82,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,09:30:00,54.2,0,09:55:00,ran,1.86,NA,12.03/25.57,10,1.8,0.4,62.7,1.3/1.7,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,11:00:00,NA,0,NA,cld,1.84,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,12:00:00,NA,0,NA,cld,1.8,NA,12.67/27.46,NA,NA,NA,NA,5.2/6.5,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,16:00:00,55.7,0,NA,cld,1.84,1.76,25.71/12.18,10.3,2.1,0.4,83.2,0.21,16:15:00,16:50:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-09,00:00:00,NA,NA,NA,nit,1.82,1.99,NA,NA,NA,NA,NA,n/a,00:01:00,00:03:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-08,20:00:00,NA,0,NA,nit,1.82,1.57,NA,NA,NA,NA,NA,n/a,20:01:00,20:19:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-09,04:00:00,NA,0,NA,nit,1.78,NA,NA,NA,NA,NA,NA,n/a,04:05:00,04:16:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-09,08:00:00,53.9,0,08:09:00,clr,1.78,3.71,26.26,9.95,2.7,0.2,71.7,0,08:04:00,08:10:00,yes,yes,yes,NA,opened trap @ 8:10,NA,08:10:00,yes
NA,2022-11-10,08:30:00,52.4,0,08:34:00,cld,1.72,0.53,25.78,10.7,2.1,0.2,64.2,2.4,08:26:00,08:50:00,yes,yes,yes,NA,closed trap,08:26:00,NA,yes
NA,2022-11-10,12:00:00,NA,0,NA,clr,1.72,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-10,16:00:00,54.5,0,NA,clr,1.72,0.21,25.96,11.55,2.25,0.4,70.9,0.5,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-10,20:00:00,NA,NA,NA,nit,1.72,0.82,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,00:00:00,NA,NA,NA,nit,1.72,0.37,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,04:00:00,NA,NA,NA,nit,1.71,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,08:00:00,51.2,0,08:19:00,clr,1.71,0.94,27.14,11.06,2.3,0.2,64.3,6.2,08:10:00,08:19:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,12:00:00,NA,0,NA,clr,1.71,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,16:00:00,53.4,0,NA,cld,1.73,0.49,26.33,12.16,2.4,0.5,62.6,1,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-11,20:00:00,NA,0,NA,nit,1.73,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-12,00:00:00,NA,0,NA,nit,1.73,0.34,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-12,04:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-12,07:30:00,NA,0,07:44:00,cld,1.68,0.59,25.34/12.17,NA,1.8,0.6,62.7,1.1/1,NA,NA,yes,yes,yes,NA,d.o/temp meter batteries are dead,NA,NA,no
NA,2022-11-12,08:00:00,NA,0,NA,cld,1.68,NA,NA,NA,1.8,0.6,NA,n/a,NA,NA,yes,yes,yes,NA,opened trap @ 8am,NA,08:00:00,yes
NA,2022-11-13,08:15:00,51.4,0,08:54:00,clr,1.7,0.51,27.7,10.8,2.2,0,67.7,10.4,NA,NA,yes,yes,yes,NA,closed trap @ 8:09am,08:09:00,NA,yes
NA,2022-11-13,16:00:00,53.8,0,NA,clr,1.7,1.09,25.68/12.78,11.69,2.1,0.6,69.3,.4/.4,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-13,20:00:00,NA,0,NA,nit,1.7,1.11,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-14,00:00:00,NA,0,NA,nit,1.7,0.59,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-14,04:00:00,NA,0,NA,nit,1.68,2.78,NA,NA,NA,NA,NA,n/a,04:00:00,04:17:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-14,08:00:00,49.2,0,08:05:00,clr,1.68,0.97,25.84,11.1,NA,NA,70.4,0.8,08:02:00,08:05:00,yes,yes,yes,NA,flow meter not working,NA,NA,yes
NA,2022-11-14,12:00:00,NA,0,NA,clr,1.68,0.76,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-14,16:00:00,53.6,0,NA,clr,1.68,0.71,25.84/12.86,11.84,NA,0.5,75,.5/.6,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-14,20:00:00,NA,0,NA,nit,1.68,1.06,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-15,00:00:00,NA,0,NA,nit,1.68,1.28,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-15,04:00:00,NA,0,NA,nit,1.68,1.47,NA,NA,NA,NA,NA,n/a,04:00:00,04:23:00,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-15,08:00:00,49.7,0,08:01:00,clr,1.68,2.58,25.66,11.06,3.6,0.2,71.1,0.5,07:57:00,08:15:00,yes,yes,yes,NA,opened trap @ 8:15,NA,08:15:00,yes
NA,2022-11-16,08:00:00,50.3,0,08:44:00,clr,1.7,0.74,27.03/13.26,11.42,3.6,0.4,75.9,5.7/8.6,08:40:00,08:45:00,yes,yes,yes,NA,closed trap @ 9:00,09:00:00,NA,yes
NA,2022-11-16,12:00:00,NA,0,NA,clr,1.7,NA,29.42/14.76,NA,NA,NA,NA,4.5/15.2,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-16,16:00:00,52.7,0,NA,clr,NA,1.34,NA,11.73,1,0,68,n/a,NA,NA,yes,yes,yes,NA,backup camera ok,NA,NA,yes
NA,2022-11-16,20:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-17,00:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-17,04:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,04:05:00,05:00:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-17,08:00:00,49.3,0,NA,clr,1.7,2.11,NA,11.17,2.9,0.2,71.3,n/a,08:00:00,08:15:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-17,09:15:00,NA,0,09:45:00,clr,1.7,2.11,29.37/13.87,NA,2.9,0.2,NA,13.3/14.3,09:35:00,09:50:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-17,12:00:00,NA,0,NA,clr,1.7,2.11,NA,NA,2.8,0.2,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,no
NA,2022-11-17,16:00:00,51.6,0,NA,clr,1.7,1.39,NA,12.29,3,NA,75.4,n/a,NA,NA,yes,yes,yes,NA,opened trap @ 15:45,NA,15:45:00,no
NA,2022-11-18,08:00:00,49.4,0,08:23:00,clr,1.7,1.54,25.45,10.97,3.8,0.2,66.1,1.4,08:02:00,08:24:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-19,08:00:00,49.4,0,09:17:00,clr,1.7,1.21,28.32/13.56,11.34,3.5,0.4,67,11/10.3,09:15:00,09:20:00,yes,yes,yes,NA,NA,08:00:00,NA,yes
NA,2022-11-19,12:00:00,50.7,0,NA,clr,1.7,1.65,NA,11.86,3.5,0.4,69.4,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-19,15:45:00,51.6,0,NA,clr,NA,0.73,26.3,11.89,2.7,0.1,65.2,0.7/1.7,NA,NA,yes,yes,yes,NA,backup camera ok,NA,NA,yes
NA,2022-11-19,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-20,00:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,23:15:00,23:30:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-20,04:00:00,NA,0,NA,nit,1.69,NA,NA,NA,NA,NA,NA,n/a,04:06:00,04:20:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-20,08:00:00,47.8,0,08:25:00,clr,1.69,1.46,25.58/13.00,11.52,2.9,0.5,56.6,1.7/6.2,08:02:00,08:27:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-20,12:00:00,NA,0,NA,clr,1.69,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-20,15:45:00,51.2,0,NA,clr,1.7,0.84,26.6,11.95,2.5,0.1,74.3,0.8/1.6,NA,NA,yes,yes,yes,NA,backup camera ok,NA,NA,yes
NA,2022-11-20,19:45:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,19:55:00,20:03:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,04:00:00,NA,0,NA,nit,1.69,NA,NA,NA,NA,NA,NA,n/a,03:56:00,04:37:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,08:00:00,47.7,0,08:27:00,clr,1.69,1.06,25.6/13.21,11.37,2.3,0.3,63.2,2.2/6.4,08:18:00,08:30:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,12:00:00,NA,0,NA,clr,1.69,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,16:00:00,51,0,NA,nit,1.7,1.01,25.60/12.65,11.97,2.5,0.2,71.2,0.0/0.0,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-21,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,19:58:00,20:33:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-22,00:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,NA,NA,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-22,04:00:00,NA,0,NA,nit,NA,NA,NA,NA,NA,NA,NA,n/a,04:07:00,04:23:00,yes,NA,yes,NA,NA,NA,NA,yes
NA,2022-11-22,08:00:00,47.9,0,08:14:00,clr,1.7,NA,23.36/12.61,11.43,2.3,0.2,75.7,1.2/3.2,08:04:00,08:15:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-22,12:00:00,NA,0,NA,clr,1.7,NA,NA,NA,NA,NA,NA,n/a,12:00:00,12:10:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-22,16:00:00,50.5,0,NA,cld,1.7,1.96,13.35/27.23,12.18,2.5,0.2,70.9,1.6/1.9,15:48:00,16:02:00,yes,yes,yes,NA,NA,NA,NA,yes
NA,2022-11-22,20:00:00,NA,0,NA,nit,1.7,NA,NA,NA,NA,NA,NA,n/a,19:58:00,20:25:00,yes,yes,yes,NA,fat meter battery dead,NA,NA,yes
